time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-17 00:00:00+00:00,151,56,43.0,12.0
2024-07-18 00:00:00+00:00,146,69,10.0,6.0
2024-07-19 00:00:00+00:00,97,53,15.0,8.0
2024-07-20 00:00:00+00:00,16,15,1.0,1.0
2024-07-21 00:00:00+00:00,15,9,,
2024-07-22 00:00:00+00:00,118,63,28.0,9.0
2024-07-23 00:00:00+00:00,113,68,8.0,4.0
2024-07-24 00:00:00+00:00,141,68,18.0,8.0
2024-07-25 00:00:00+00:00,116,60,34.0,8.0
2024-07-26 00:00:00+00:00,120,66,12.0,7.0
2024-07-27 00:00:00+00:00,23,14,,
2024-07-28 00:00:00+00:00,32,13,,
2024-07-29 00:00:00+00:00,104,49,35.0,11.0
2024-07-30 00:00:00+00:00,102,51,22.0,4.0
